name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;432;0;502;3093;1012;3093;1035;0
header;197;190;197;236;1825;236;1825;190
A;871;164;871;164;871;164;871;164
A;996;249;996;277;1018;277;1018;249
A;482;640;482;640;482;640;482;640
A;1000;805;1000;806;1001;806;1001;805
A;836;852;836;855;839;855;839;852
B;991;915;991;942;1012;942;1012;915
A;562;1429;562;1429;564;1429;564;1429
C;984;1579;984;1609;1005;1609;1005;1579
D;983;2253;983;2280;1004;2280;1004;2253
A;641;2291;641;2292;642;2292;642;2291
A;810;2568;810;2570;813;2570;813;2568
