name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;198;0;336;3089;1531;3089;1462;0
header;216;165;216;201;1845;201;1845;165
A;274;70;274;70;274;70;274;70
A;1028;79;1028;84;1032;84;1032;79
A;1011;228;1011;256;1036;256;1036;228
A;1355;504;1355;511;1363;511;1363;504
A;1172;725;1172;751;1186;751;1186;725
B;1011;894;1011;921;1031;921;1031;894
A;1235;914;1235;921;1242;921;1242;914
A;1462;937;1462;939;1464;939;1464;937
C;1014;1559;1014;1588;1034;1588;1034;1559
A;565;1990;565;1990;565;1990;565;1990
B;543;2049;543;2074;575;2074;575;2049
D;1017;2224;1017;2251;1037;2251;1037;2224
A;1500;2375;1500;2382;1506;2382;1506;2375
A;1446;2556;1446;2580;1460;2580;1460;2556
A;1005;2851;1005;2856;1040;2856;1040;2851
A;1109;3011;1109;3012;1111;3012;1111;3011
